City,Longitude,Latitude,20140904,Language20140904,20140905,Language20140905,20140906,Language20140906,20140907,Language20140907,20140908,Language20140908,20140909,Language20140909,20140910,Language20140910,20140911,Language20140911,20140912,Language20140912,20140913,Language20140913,20140914,Language20140914,20140915,Language20140915,20140916,Language20140916,20140917,Language20140917,20140918,Language20140918,20140919,Language20140919,20140920,Language20140920,20140921,Language20140921,20140922,Language20140922,20140923,Language20140923,20140924,Language20140924,20140925,Language20140925,20140926,Language20140926,20140927,Language20140927,20140928,Language20140928,20140929,Language20140929,20140930,Language20140930,20141001,Language20141001,20141002,Language20141002,20141003,Language20141003,20141004,Language20141004,20141005,Language20141005,20141006,Language20141006,20141007,Language20141007,20141008,Language20141008,20141009,Language20141009
Hawley,-96.3167,46.8808,3,en,50,en,54,en,54,en,54,en,54,en,54,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,56,en,56,en,56,en,56,en,56,en,56,en,56,en,56,en,56,en,56,en,57,en,57,en,57,en,57,en,59,en,59,en,59,en,59,en,59,en,59,en
Hawthorn Woods,-88.0495,42.217,3,en,7,en,7,en,7,en,7,en,8,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,23,en,23,en,23,en,26,en,26,en,26,en,26,en,26,en,26,en
Hawthorne,-118.3526,33.9164,1,en,3,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,10,en,10,en,10,en,10,en,10,en,10,en
Hay River,-115.7854,60.8162,0,en,15,en,20,en,20,en,21,en,21,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,25,en,25,en,25,en,25,en,29,en,29,en
Hayden,-116.7866,47.766,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,10,en,12,en,12,en,12,en,12,en,12,en
Haymarket,-77.6364,38.8121,0,en,8,en,8,en,8,en,8,en,8,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en
Hays,-99.3268,38.8792,0,en,0,en,5,en,5,en,5,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,13,en,13,en,14,en,14,en,14,en,14,en
Haysville,-97.3523,37.5645,2,en,13,en,14,en,14,en,14,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,24,en,24,en,25,en,25,en,25,en,25,en
Hayward,-122.0808,37.6688,7,en,7,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,12,en,12,en,12,en,12,en,12,en,12,en
Haywards Heath,-0.1063,50.999,1,en,22,en,22,en,22,en,26,en,26,en,26,en,26,en,26,en,26,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en,27,en
Hazard,-83.1932,37.2495,0,en,1,en,3,en,3,en,5,en,5,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en
Hazel Dell North,-122.6581,45.6872,0,en,1,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,11,en,17,en,17,en,17,en,17,en,17,en
Hazel Green,-86.5719,34.9323,0,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,9,en,12,en,12,en,12,en,12,en,12,en
Hazelwood,-90.3709,38.7714,20,en,51,en,54,en,54,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,55,en,56,en,56,en,56,en,57,en,57,en,57,en,57,en,57,en,57,en
Hazen,-101.6227,47.2944,0,en,12,en,12,en,12,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,17,en,17,en,17,en,17,en,19,en,19,en,19,en,19,en,19,en
Hazlehurst,-90.3959,31.8604,8,en,8,en,8,en,8,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,30,en,32,en,32,en,32,en,32,en,32,en
Hazlet,-74.1687,40.4256,1,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,13,en,13,en,13,en,13,en,13,en
Hazleton,-75.9746,40.9584,1,en,4,en,4,en,4,en,8,en,8,en,9,en,11,en,11,en,11,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,16,en,34,en,34,en,34,en,34,en,34,en
Healdsburg,-122.8692,38.6105,17,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,20,en,21,en,21,en,21,en,21,en,21,en
Heath,-82.4446,40.0228,30,en,30,en,30,en,30,en,32,en,32,en,32,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,34,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en
Heathrow,-81.3714,28.7728,1,en,4,en,4,en,5,en,5,en,5,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Heber City,-111.4133,40.507,6,en,7,en,8,en,8,en,8,en,9,en,9,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en
Heber Springs,-92.0313,35.4915,1,en,2,en,3,en,3,en,4,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en
Hebron,-87.2003,41.3186,2,en,4,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,11,en
Hedehusene,12.1947,55.6511,2,en,16,en,18,en,18,en,18,en,19,en,19,en,20,en,20,en,20,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,22,en,22,en,24,en,24,en,24,en,24,en,24,en,24,en
Hedge End,-1.3095,50.9164,0,en,4,en,4,en,10,en,10,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en
Heemskerk,4.6821,52.5141,0,en,1,en,1,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Heemstede,4.6203,52.3511,7,en,73,en,73,en,73,en,74,en,74,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,75,en,76,en,78,en,79,en,79,en,79,en,79,en
Heerenveen,5.9205,52.9606,5,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en
Heerhugowaard,4.8325,52.6627,0,en,2,en,2,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,9,en,9,en,9,en,9,en,9,en
Heerjansdam,4.5656,51.8359,1,en,1,en,4,en,4,en,4,en,4,en,4,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Heerlen,5.9795,50.8882,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en
Heesch,5.5278,51.7317,1,en,1,en,4,en,4,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en
Heeten,6.2816,52.3326,6,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,14,en,14,en,14,en,14,en,14,en
Heeze,5.5758,51.381,0,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,8,en,10,en,10,en,10,en,10,en,10,en
Hefei,117.2272,31.8206,0,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,16,en,19,en,19,en,19,en,19,en,19,en,19,en
Heide,9.1019,54.1952,0,en,0,en,0,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en
Heidelberg,8.6724,49.3988,14,en,23,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,24,en,33,en,34,en,39,en,39,en,39,en,39,en,39,en,39,en
Heidelberg - GP,28.3579,-26.4886,1,en,1,en,3,en,3,en,3,en,3,en,3,en,3,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en
Heidenheim,10.1611,48.6894,1,en,1,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en
Heilbronn,9.2109,49.1427,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en,0,en
Heiloo,4.7005,52.6012,0,en,3,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en
Heinsberg,6.1184,51.06,0,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,4,en,5,en,5,en,5,en,5,en
Heist-op-den-Berg,4.7295,51.0744,0,en,2,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,5,en,6,en,6,en,11,en,11,en,11,en,11,en,11,en,11,en
Helena,-112.027,46.5958,0,en,2,en,2,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en
Helena-West Helena,-90.59,34.5291,2,en,5,en,6,en,6,en,8,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en
Helendale,-117.3257,34.7403,3,en,3,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en,10,en,10,en,10,en
Hellertown,-75.3407,40.5795,0,en,0,en,0,en,0,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en
Hellerup,12.5692,55.7367,0,en,1,en,4,en,5,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Helmond,5.657,51.4793,0,en,0,en,0,en,0,en,1,en,1,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,6,en,6,en,6,en,6,en,6,en
Helotes,-98.6898,29.578,27,en,37,en,37,en,39,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,41,en,42,en,43,en,43,en,43,en,45,en,46,en,46,en,46,en,46,en,46,en
Helsby,-2.7659,53.2777,3,en,3,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,13,en,14,en,14,en,14,en,14,en,14,en
Helsingborg,12.6945,56.0465,1,en,2,en,3,en,3,en,3,en,3,en,3,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,5,en
Helsinge,12.1969,56.0208,1,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,13,en,13,en,13,en,13,en,13,en,13,en
Helsingor,12.5921,56.0308,0,en,0,en,0,en,0,en,1,en,2,en,2,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,3,en,7,en,7,en,7,en,7,en,7,en,7,en
Helsinki,24.9384,60.1699,1,en,2,en,2,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en
Helston,-5.275,50.1016,0,en,0,en,0,en,2,en,2,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Hemel Hempstead,-0.4486,51.7532,4,en,7,en,7,en,8,en,8,en,8,en,8,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,11,en
Hemer,7.7743,51.383,0,en,1,en,1,en,1,en,1,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,9,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,10,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,13,en,18,en,18,en,18,en,18,en,18,en,18,en
Hemet,-116.972,33.7475,0,en,0,en,10,en,14,en,14,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,16,en,16,en,16,en,16,en,16,en,16,en,19,en,19,en,19,en,19,en,19,en,19,en
Hemingford Grey,-0.1059,52.3166,0,en,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,2,en,2,en,2,en,2,en,3,en
Hemne,9.0249,63.2476,0,en,0,en,0,en,0,en,0,en,1,en,1,en,1,en,1,en,1,en,1,en,1,en,2,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,5,en,5,en,6,en,9,en,9,en,9,en
Hempstead,-73.6187,40.7062,5,en,5,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en
Henagar,-85.7672,34.6351,1,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en,677,en
Henderson,-114.9817,36.0395,5,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,20,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en
Henderson County,0,0,1,en,37,en,41,en,41,en,41,en,41,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,42,en,43,en,43,en,43,en,43,en,43,en,43,en,44,en,44,en,46,en,47,en,47,en,47,en,47,en,47,en
Hendersonville,-82.461,35.3187,6,en,21,en,21,en,21,en,21,en,21,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,22,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en,23,en
Hendrik-Ido-Ambacht,4.6395,51.8424,2,en,3,en,3,en,5,en,5,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,13,en,13,en,13,en,13,en,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en
Henfield,-0.2695,50.9298,1,en,3,en,3,en,3,en,3,en,3,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,8,en,9,en,9,en,9,en
Hengelo,6.7928,52.2574,0,en,13,en,13,en,14,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en,15,en
Henley-in-Arden,-1.7799,52.2925,0,en,7,en,10,en,10,en,11,en,11,en,11,en,11,en,11,en,11,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,12,en,14,en,14,en,14,en,14,en,15,en,16,en,17,en,17,en,17,en
Henley-on-Thames,-0.9029,51.5358,0,en,1,en,1,en,1,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,8,en,8,en,8,en,8,en,8,en
Hennef,7.2833,50.773,9,en,19,en,19,en,19,en,22,en,23,en,23,en,23,en,23,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,25,en,27,en,27,en,27,en,27,en,27,en
Hennepin County,0,0,4,en,33,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,35,en,38,en,38,en,38,en,38,en,38,en
Hennigsdorf,13.2011,52.632,2,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,4,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en,7,en
Henning,-95.4453,46.3216,1,en,9,en,9,en,13,en,13,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en,14,en
Henrietta,-77.6128,43.0592,1,en,23,en,51,en,53,en,53,en,53,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,54,en,55,en,55,en,55,en,55,en,55,en,55,en,56,en,56,en,56,en,56,en,56,en,56,en,56,en,56,en,56,en
Henstedt-Ulzburg,9.9805,53.7905,4,en,5,en,5,en,9,en,9,en,9,en,17,en,17,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,19,en,20,en,20,en,20,en,22,en,23,en,23,en,23,en,23,en
Heraklion,25.1442,35.3387,16,en,16,en,16,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,18,en,25,en,25,en,25,en,25,en,25,en,25,en
Herblay,2.1655,48.99,0,en,3,en,41,en,42,en,45,en,45,en,45,en,45,en,45,en,47,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,48,en,49,en,49,en,49,en,49,en,49,en,49,en
Herceg Novi Municipality,18.5315,42.4572,3,en,4,en,5,en,5,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,6,en,8,en,8,en,8,en,8,en,8,en,8,en
Hercules,-122.2886,38.0171,1,en,2,en,12,en,17,en,17,en,19,en,19,en,19,en,19,en,19,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,21,en,22,en,22,en,22,en,22,en
Hered,19.6327,47.7081,32,en,90,en,90,en,91,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,92,en,132,en,133,en,133,en,133,en,133,en,133,en
Heredia,-84.1167,9.9964,8,en,128,en,128,en,163,en,163,en,163,en,163,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en,164,en
