City,Country,Longitude,Latitude,Date,Pageviews
Paris,France,2.3522,48.8566,20150303,319
Cambridge,United Kingdom,0.1218,52.2053,20150224,319
London,United Kingdom,-0.1278,51.5074,20150222,319
Thessaloniki,Greece,22.9444,40.6401,20150225,319
Dublin,Ireland,-6.2603,53.3498,20150302,319
Ensenada,Mexico,-116.6058,31.8578,20150227,319
Culiacan,Mexico,-107.3834,24.8052,20150227,319
Arequipa,Peru,-71.5375,-16.409,20150217,319
Santiago de Surco,Peru,-76.9918,-12.1416,20150227,319
La Victoria,Peru,-77.0163,-12.0734,20150309,319
Quezon City,Philippines,121.0437,14.676,20150228,319
Katowice,Poland,19.0238,50.2649,20150226,319
Almada,Portugal,-9.1651,38.6765,20150302,319
Saint Petersburg,Russia,30.3351,59.9343,20150220,319
Bangkok,Thailand,100.5241,13.7279,20150217,319
Istanbul,Turkey,28.977,41.0053,20150306,319
Izmir,Turkey,27.1287,38.4188,20150217,319
Colorado Springs,United States,-104.8214,38.8339,20150227,319
Honolulu,United States,-157.8583,21.3069,20150226,319
Indianapolis,United States,-86.1581,39.7684,20150304,319
Minneapolis,United States,-93.2674,44.9762,20150224,319
Columbus,United States,-82.9988,39.9612,20150303,319
Tulsa,United States,-95.9928,36.154,20150227,319
Sioux Falls,United States,-96.7311,43.5446,20150302,319
Sioux Falls,United States,-96.7311,43.5446,20150304,319
Salt Lake City,United States,-111.891,40.7608,20150302,319
Yigitali,Turkey,29.0213,40.1763,20150224,319
Buenos Aires,Argentina,-58.3816,-34.6037,20150213,311
Perth,Australia,115.857,-31.9535,20150225,311
Moncton,Canada,-64.7782,46.0878,20150227,311
Mississauga,Canada,-79.6441,43.589,20150226,311
Nicosia,Cyprus,33.3667,35.1667,20150217,311
Nicosia,Cyprus,33.3667,35.1667,20150220,311
Nicosia,Cyprus,33.3667,35.1667,20150228,311
Dusseldorf,Germany,6.7735,51.2277,20150228,311
Tallinn,Estonia,24.7536,59.437,20150217,311
Paris,France,2.3522,48.8566,20150213,311
Leeds,United Kingdom,-1.5491,53.8008,20150302,311
Liverpool,United Kingdom,-2.9916,53.4084,20150224,311
Southampton,United Kingdom,-1.4044,50.9097,20150224,311
Edinburgh,United Kingdom,-3.1883,55.9533,20150304,311
Budapest,Hungary,19.0402,47.4979,20150306,311
Trujillo,Peru,-79.03,-8.1124,20150216,311
Bucharest,Romania,26.1039,44.4325,20150214,311
Novosibirsk,Russia,82.9357,55.0084,20150227,311
Izmir,Turkey,27.1287,38.4188,20150218,311
Little Rock,United States,-92.2896,34.7465,20150226,311
Minneapolis,United States,-93.2674,44.9762,20150301,311
Chapel Hill,United States,-79.0558,35.9132,20150227,311
Albuquerque,United States,-106.61,35.1107,20150227,311
Oklahoma City,United States,-97.5164,35.4676,20150227,311
Pittsburgh,United States,-79.9959,40.4406,20150223,311
Dallas,United States,-96.801,32.7803,20150303,311
Yigitali,Turkey,29.0213,40.1763,20150228,311
Porto Alegre,Brazil,-51.2177,-30.0347,20150304,302
Vancouver,Canada,-123.1207,49.2827,20150224,302
Ottawa,Canada,-75.6972,45.4215,20150304,302
Zurich,Switzerland,8.5392,47.3686,20150227,302
Santiago,Chile,-70.642,-33.4691,20150214,302
Santiago,Chile,-70.642,-33.4691,20150219,302
Nicosia,Cyprus,33.3667,35.1667,20150218,302
Nicosia,Cyprus,33.3667,35.1667,20150223,302
Brno,Czech Republic,16.6068,49.1951,20150302,302
Dortmund,Germany,7.4653,51.5136,20150227,302
Dusseldorf,Germany,6.7735,51.2277,20150303,302
Madrid,Spain,-3.7038,40.4168,20150215,302
Tallinn,Estonia,24.7536,59.437,20150213,302
Paris,France,2.3522,48.8566,20150301,302
Oxford,United Kingdom,-1.2577,51.752,20150302,302
Edinburgh,United Kingdom,-3.1883,55.9533,20150215,302
Glasgow,United Kingdom,-4.2518,55.8642,20150225,302
Thessaloniki,Greece,22.9444,40.6401,20150219,302
Thessaloniki,Greece,22.9444,40.6401,20150228,302
New Delhi,India,77.2207,28.6322,20150219,302
Riga,Latvia,24.1052,56.9496,20150308,302
Celaya,Mexico,-100.8113,20.528,20150227,302
Monterrey,Mexico,-100.3161,25.6866,20150223,302
Villahermosa,Mexico,-92.9475,17.9895,20150227,302
Amsterdam,Netherlands,4.8952,52.3702,20150217,302
Amsterdam,Netherlands,4.8952,52.3702,20150218,302
Steenwijk,Netherlands,6.1181,52.7869,20150306,302
Huancayo,Peru,-75.2103,-12.0686,20150219,302
Wroclaw,Poland,17.0385,51.1079,20150227,302
Krakow,Poland,19.945,50.0647,20150225,302
Krakow,Poland,19.945,50.0647,20150303,302
Singapore,Singapore,103.851,1.2801,20150302,302
Adana,Turkey,35.3213,37,20150228,302
Izmir,Turkey,27.1287,38.4188,20150226,302
Honolulu,United States,-157.8583,21.3069,20150302,302
Boston,United States,-71.0601,42.3585,20150303,302
Billings,United States,-108.5007,45.7833,20150228,302
Las Vegas,United States,-115.1398,36.1699,20150227,302
New York,United States,-74.0059,40.7128,20150307,302
Memphis,United States,-90.049,35.1495,20150227,302
Dallas,United States,-96.801,32.7803,20150226,302
Milwaukee,United States,-87.9065,43.0389,20150223,302
Cuautitlan Izcalli,Mexico,-99.25,19.65,20150227,302
Adelaide,Australia,138.6,-34.9286,20150226,294
Adelaide,Australia,138.6,-34.9286,20150306,294
Belo Horizonte,Brazil,-43.9352,-19.9245,20150228,294
Ottawa,Canada,-75.6972,45.4215,20150301,294
Quebec City,Canada,-71.2428,46.8033,20150227,294
Munich,Germany,11.582,48.1351,20150228,294
Hamburg,Germany,9.9937,53.5511,20150228,294
Soest,Germany,8.1058,51.5711,20150213,294
Barcelona,Spain,2.1734,41.3851,20150301,294
Valencia,Spain,-0.3763,39.4699,20150223,294
Helsinki,Finland,24.9384,60.1699,20150302,294
Paris,France,2.3522,48.8566,20150215,294
Manchester,United Kingdom,-2.2426,53.4808,20150302,294
Thessaloniki,Greece,22.9444,40.6401,20150218,294
Thessaloniki,Greece,22.9444,40.6401,20150220,294
Thessaloniki,Greece,22.9444,40.6401,20150224,294
New Delhi,India,77.2207,28.6322,20150301,294
Chihuahua,Mexico,-106.0691,28.633,20150226,294
Irapuato,Mexico,-101.3545,20.6787,20150227,294
Kuala Lumpur,Malaysia,101.6869,3.139,20150304,294
Amsterdam,Netherlands,4.8952,52.3702,20150226,294
Zwolle,Netherlands,6.083,52.5168,20150304,294
Arequipa,Peru,-71.5375,-16.409,20150227,294
Santiago de Surco,Peru,-76.9918,-12.1416,20150218,294
Huancayo,Peru,-75.2103,-12.0686,20150304,294
Lima,Peru,-77.0283,-12.0433,20150215,294
Lodz,Poland,19.456,51.7592,20150226,294
Lisbon,Portugal,-9.1393,38.7223,20150217,294
Bucharest,Romania,26.1025,44.4268,20150226,294
Odessa,Ukraine,30.7233,46.4825,20150220,294
Odessa,Ukraine,30.7233,46.4825,20150228,294
Odessa,Ukraine,30.7233,46.4825,20150302,294
Kharkiv,Ukraine,36.2304,49.9935,20150220,294
San Diego,United States,-117.1611,32.7157,20150304,294
San Francisco,United States,-122.4194,37.7749,20150305,294
Denver,United States,-104.9849,39.7384,20150303,294
Washington,United States,-77.0369,38.9072,20150305,294
Honolulu,United States,-157.8583,21.3069,20150225,294
Wichita,United States,-97.3361,37.6889,20150227,294
New Orleans,United States,-90.0715,29.9511,20150228,294
Minneapolis,United States,-93.2674,44.9762,20150302,294
Kansas City,United States,-94.5786,39.0997,20150228,294
Charlotte,United States,-80.8431,35.2271,20150304,294
Nashville,United States,-86.7816,36.1627,20150225,294
Austin,United States,-97.7431,30.2672,20150224,294
Houston,United States,-95.3698,29.7604,20150305,294
Charlottesville,United States,-78.4767,38.0293,20150227,294
Madison,United States,-89.4012,43.0731,20150228,294
Belgrade,Serbia,20.4489,44.7866,20150218,294
Melbourne,Australia,144.9633,-37.8141,20150213,285
Perth,Australia,115.857,-31.9535,20150302,285
Vienna,Austria,16.3738,48.2082,20150227,285
Brussels,Belgium,4.3517,50.8503,20150302,285
Ghent,Belgium,3.7174,51.0543,20150304,285
Brasilia,Brazil,-47.8825,-15.7942,20150304,285
Recife,Brazil,-34.877,-8.0476,20150227,285
Barcelona,Spain,2.1734,41.3851,20150302,285
Madrid,Spain,-3.7038,40.4168,20150213,285
Tallinn,Estonia,24.7536,59.437,20150219,285
Belfast,United Kingdom,-5.9301,54.5973,20150228,285
Vilnius,Lithuania,25.2797,54.6872,20150217,285
Merida,Mexico,-89.5926,20.9674,20150228,285
The Hague,Netherlands,4.3007,52.0705,20150225,285
Auckland,New Zealand,174.7633,-36.8485,20150301,285
Huancayo,Peru,-75.2103,-12.0686,20150220,285
Huancayo,Peru,-75.2103,-12.0686,20150223,285
Huancayo,Peru,-75.2103,-12.0686,20150228,285
Vila Nova de Gaia,Portugal,-8.6118,41.1239,20150303,285
Bucharest,Romania,26.1025,44.4268,20150225,285
Krasnodar,Russia,38.9667,45.0333,20150301,285
Bratislava,Slovakia,17.1071,48.1459,20150308,285
Kharkiv,Ukraine,36.2304,49.9935,20150223,285
Kharkiv,Ukraine,36.2304,49.9935,20150224,285
Phoenix,United States,-112.074,33.4484,20150228,285
Phoenix,United States,-112.074,33.4484,20150301,285
Irvine,United States,-117.7947,33.6839,20150225,285
San Jose,United States,-121.8907,37.3336,20150228,285
Denver,United States,-104.9847,39.7376,20150214,285
Honolulu,United States,-157.8583,21.3069,20150223,285
Chicago,United States,-87.6298,41.8781,20150309,285
Lexington,United States,-84.5037,38.0406,20150302,285
Minneapolis,United States,-93.2674,44.9762,20150305,285
Boardman,United States,-119.7006,45.8399,20150227,285
Portland,United States,-122.6765,45.5231,20150226,285
Austin,United States,-97.7431,30.2672,20150303,285
Richmond,United States,-77.4361,37.5407,20150304,285
Virginia Beach,United States,-75.978,36.8529,20150227,285
Seattle,United States,-122.3321,47.6062,20150214,285
Belgrade,Serbia,20.4489,44.7866,20150219,285
Bay Lake,United States,-81.5659,28.3886,20150222,285
Buenos Aires,Argentina,-58.3816,-34.6037,20150224,276
Melbourne,Australia,144.9633,-37.8141,20150305,276
Perth,Australia,115.8575,-31.953,20150214,276
Rio de Janeiro,Brazil,-43.197,-22.9083,20150303,276
Edmonton,Canada,-113.4909,53.5444,20150302,276
Kitchener,Canada,-80.4833,43.45,20150227,276
Nicosia,Cyprus,33.3667,35.1667,20150226,276
Prague,Czech Republic,14.4378,50.0755,20150308,276
Munich,Germany,11.582,48.1351,20150303,276
Quito,Ecuador,-78.5127,-0.2232,20150302,276
Paris,France,2.3522,48.8566,20150302,276
Paris,France,2.3522,48.8566,20150304,276
Bristol,United Kingdom,-2.5879,51.4545,20150225,276
Nottingham,United Kingdom,-1.1581,52.9548,20150302,276
Cardiff,United Kingdom,-3.1791,51.4816,20150224,276
Hong Kong,Hong Kong,114.1588,22.28,20150217,276
Tel Aviv-Yafo,Israel,34.7818,32.0853,20150224,276
Tel Aviv-Yafo,Israel,34.7818,32.0853,20150304,276
Colima,Mexico,-103.7241,19.2452,20150227,276
Leon,Mexico,-101.686,21.125,20150226,276
Steenwijk,Netherlands,6.1181,52.7869,20150307,276
Christchurch,New Zealand,172.6362,-43.5321,20150227,276
Arequipa,Peru,-71.5375,-16.409,20150214,276
Tacna,Peru,-70.2463,-18.0066,20150302,276
Krakow,Poland,19.945,50.0647,20150216,276
Torres Vedras,Portugal,-9.26,39.0918,20150303,276
Montijo,Portugal,-8.9741,38.7056,20150303,276
Perm,Russia,56.3167,58,20150303,276
Bangkok,Thailand,100.5241,13.7279,20150226,276
Izmir,Turkey,27.1287,38.4188,20150214,276
Izmir,Turkey,27.1287,38.4188,20150220,276
Lviv,Ukraine,24.0297,49.8397,20150302,276
Odessa,Ukraine,30.7233,46.4825,20150224,276
Los Angeles,United States,-118.2437,34.0522,20150309,276
Atlanta,United States,-84.388,33.749,20150218,276
St. Louis,United States,-90.1994,38.627,20150223,276
Omaha,United States,-95.998,41.2524,20150223,276
Columbus,United States,-82.9988,39.9612,20150223,276
Pittsburgh,United States,-79.9959,40.4406,20150225,276
Clarksville,United States,-87.3595,36.5298,20150227,276
Madison,United States,-89.4012,43.0731,20150225,276
Novi Sad,Serbia,19.8335,45.2671,20150302,276
Salvador,Brazil,-38.5014,-12.9722,20150304,268
Brasilia,Brazil,-47.8825,-15.7942,20150226,268
Kelowna,Canada,-119.496,49.888,20150227,268
Vancouver,Canada,-123.1139,49.2612,20150214,268
London,Canada,-81.2432,42.9869,20150228,268
Toronto,Canada,-79.3832,43.6532,20150305,268
Nicosia,Cyprus,33.3667,35.1667,20150301,268
Nicosia,Cyprus,33.3667,35.1667,20150303,268
Dusseldorf,Germany,6.7735,51.2277,20150226,268
Barcelona,Spain,2.1734,41.3851,20150225,268
Tallinn,Estonia,24.7536,59.437,20150302,268
Mexicali,Mexico,-115.4523,32.6245,20150226,268
Ciudad Juarez,Mexico,-106.4246,31.6904,20150226,268
Durango,Mexico,-104.6532,24.0277,20150227,268
Zapopan,Mexico,-103.4165,20.672,20150228,268
Utrecht,Netherlands,5.1214,52.0907,20150224,268
Chiclayo,Peru,-79.8366,-6.763,20150215,268
Tacna,Peru,-70.2463,-18.0066,20150227,268
Krakow,Poland,19.945,50.0647,20150215,268
Viseu Dao Lafoes,Portugal,-7.9125,40.6566,20150303,268
Saint Petersburg,Russia,30.3351,59.9343,20150222,268
Saint Petersburg,Russia,30.3351,59.9343,20150305,268
Singapore,Singapore,103.851,1.2801,20150301,268
Taoyuan City,Taiwan,121.297,24.9934,20150226,268
San Jose,United States,-121.8907,37.3336,20150225,268
Denver,United States,-104.9849,39.7384,20150224,268
Athens,United States,-83.3833,33.95,20150227,268
Atlanta,United States,-84.388,33.749,20150301,268
Ann Arbor,United States,-83.743,42.2808,20150226,268
St. Louis,United States,-90.1994,38.627,20150228,268
Greensboro,United States,-79.792,36.0726,20150227,268
Philadelphia,United States,-75.1652,39.9526,20150303,268
Austin,United States,-97.7431,30.2672,20150301,268
San Antonio,United States,-98.4936,29.4241,20150228,268
Norfolk,United States,-76.2859,36.8508,20150304,268
Seattle,United States,-122.3321,47.6062,20150303,268
Milwaukee,United States,-87.9065,43.0389,20150228,268
Kula,Serbia,19.5333,45.6,20150303,268
Yigitali,Turkey,29.0213,40.1763,20150302,268
Melbourne,Australia,144.9633,-37.8141,20150306,259
Brussels,Belgium,4.3517,50.8503,20150224,259
Sao Paulo,Brazil,-46.6333,-23.5505,20150309,259
Halifax,Canada,-63.5753,44.6489,20150226,259
Brampton,Canada,-79.7667,43.6833,20150226,259
Guelph,Canada,-80.2482,43.5448,20150226,259
Kingston,Canada,-76.486,44.2312,20150223,259
Quebec City,Canada,-71.2428,46.8033,20150226,259
Nicosia,Cyprus,33.3667,35.1667,20150219,259
Berlin,Germany,13.405,52.52,20150223,259
Bremen,Germany,8.8017,53.0793,20150227,259
Frankfurt,Germany,8.6821,50.1109,20150304,259
Hamburg,Germany,9.9937,53.5511,20150226,259
Barcelona,Spain,2.1734,41.3851,20150224,259
Madrid,Spain,-3.7038,40.4168,20150216,259
Valencia,Spain,-0.3763,39.4699,20150222,259
Tallinn,Estonia,24.7536,59.437,20150226,259
London,United Kingdom,-0.1278,51.5074,20150307,259
Hong Kong,Hong Kong,114.1588,22.28,20150221,259
Tel Aviv-Yafo,Israel,34.7818,32.0853,20150218,259
Tuxtla Gutierrez,Mexico,-93.103,16.7516,20150227,259
Cancun,Mexico,-86.8515,21.1619,20150226,259
Amsterdam,Netherlands,4.8952,52.3702,20150214,259
Arequipa,Peru,-71.5375,-16.409,20150223,259
Warsaw,Poland,21.0122,52.2297,20150306,259
Poznan,Poland,16.9252,52.4064,20150228,259
San Juan,Puerto Rico,-66.1057,18.4663,20150228,259
Evora,Portugal,-7.9135,38.5714,20150303,259
Amadora,Portugal,-9.2245,38.7578,20150302,259
Porto,Portugal,-8.6291,41.1579,20150227,259
Botosani,Romania,26.6694,47.7486,20150223,259
Saint Petersburg,Russia,30.3351,59.9343,20150306,259
Yekaterinburg,Russia,60.6057,56.8389,20150227,259
Singapore,Singapore,103.851,1.2801,20150214,259
Bratislava,Slovakia,17.1071,48.1459,20150301,259
Dnepropetrovsk,Ukraine,35.0462,48.4647,20150227,259
Lviv,Ukraine,24.0297,49.8397,20150220,259
Lviv,Ukraine,24.0297,49.8397,20150227,259
San Diego,United States,-117.1611,32.7157,20150303,259
Aurora,United States,-104.8319,39.7294,20150227,259
Iowa City,United States,-91.5302,41.6611,20150227,259
Anderson,United States,-85.6803,40.1053,20150227,259
Indianapolis,United States,-86.1581,39.7684,20150302,259
Columbia,United States,-92.3341,38.9517,20150227,259
Asheville,United States,-82.5515,35.5951,20150305,259
Newark,United States,-74.1724,40.7357,20150227,259
Portland,United States,-122.6765,45.5231,20150223,259
Philadelphia,United States,-75.1638,39.9523,20150214,259
Pierre,United States,-100.351,44.3683,20150305,259
Nashville,United States,-86.7816,36.1627,20150226,259
Richmond,United States,-77.4361,37.5407,20150302,259
Virginia Beach,United States,-75.978,36.8529,20150306,259
Yigitali,Turkey,29.0213,40.1763,20150304,259
Canberra,Australia,149.1287,-35.282,20150227,250
Brisbane,Australia,153.0235,-27.471,20150223,250
Recife,Brazil,-34.877,-8.0476,20150304,250
Porto Alegre,Brazil,-51.2177,-30.0347,20150226,250
Edmonton,Canada,-113.4909,53.5444,20150301,250
St. Catharines,Canada,-79.2469,43.1594,20150227,250
Montreal,Canada,-73.554,45.5087,20150214,250
Nicosia,Cyprus,33.3667,35.1667,20150227,250
Prague,Czech Republic,14.4378,50.0755,20150301,250
Mannheim,Germany,8.466,49.4875,20150227,250
Dusseldorf,Germany,6.7735,51.2277,20150302,250
Leipzig,Germany,12.3731,51.3397,20150227,250
Barcelona,Spain,2.1734,41.3851,20150219,250
Birmingham,United Kingdom,-1.8904,52.4862,20150302,250
Bristol,United Kingdom,-2.5879,51.4545,20150227,250
Cambridge,United Kingdom,0.1218,52.2053,20150225,250
Manchester,United Kingdom,-2.2426,53.4808,20150228,250
Sheffield,United Kingdom,-1.4701,53.3811,20150225,250
Belfast,United Kingdom,-5.9301,54.5973,20150305,250
Aberdeen,United Kingdom,-2.0943,57.1497,20150224,250
Thessaloniki,Greece,22.9444,40.6401,20150304,250
New Delhi,India,77.2207,28.6322,20150220,250
Tel Aviv-Yafo,Israel,34.7818,32.0853,20150225,250
Leon,Mexico,-101.686,21.125,20150228,250
Auckland,New Zealand,174.7633,-36.8485,20150305,250
Christchurch,New Zealand,172.6362,-43.5321,20150217,250
Huancayo,Peru,-75.2103,-12.0686,20150222,250
La Victoria,Peru,-77.0163,-12.0734,20150306,250
Manila,Philippines,120.9842,14.5995,20150227,250
Lodz,Poland,19.456,51.7592,20150227,250
Lublin,Poland,22.5684,51.2465,20150226,250
Krakow,Poland,19.945,50.0647,20150222,250
Lisbon,Portugal,-9.1393,38.7223,20150221,250
Porto,Portugal,-8.6291,41.1579,20150224,250
Porto,Portugal,-8.6291,41.1579,20150301,250
Funchal,Portugal,-16.9241,32.6669,20150303,250
Bucharest,Romania,26.1025,44.4268,20150219,250
Krasnoyarsk,Russia,92.8932,56.0153,20150301,250
Moscow,Russia,37.6173,55.7558,20150214,250
Novosibirsk,Russia,82.9357,55.0084,20150301,250
Saint Petersburg,Russia,30.3351,59.9343,20150224,250
Bangkok,Thailand,100.5241,13.7279,20150302,250
Adana,Turkey,35.3213,37,20150219,250
Antalya,Turkey,30.7056,36.8841,20150228,250
Izmir,Turkey,27.1287,38.4188,20150222,250
Zhongli City,Taiwan,121.2054,24.9722,20150303,250
Kyiv,Ukraine,30.5234,50.4501,20150214,250
Little Rock,United States,-92.2896,34.7465,20150224,250
San Jose,United States,-121.8907,37.3336,20150302,250
Miami Beach,United States,-80.1301,25.7907,20150228,250
Sioux City,United States,-96.4003,42.5,20150227,250
Baltimore,United States,-76.6122,39.2904,20150225,250
Ann Arbor,United States,-83.743,42.2808,20150303,250
Asheville,United States,-82.5515,35.5951,20150227,250
Chesapeake,United States,-76.2875,36.7682,20150304,250
Yigitali,Turkey,29.0213,40.1763,20150220,250
Goiania,Brazil,-49.2648,-16.6869,20150227,242
Curitiba,Brazil,-49.2654,-25.4244,20150228,242
Calgary,Canada,-114.0708,51.0486,20150303,242
Brampton,Canada,-79.7667,43.6833,20150227,242
London,Canada,-81.2432,42.9869,20150225,242
Montreal,Canada,-73.5673,45.5017,20150303,242
San Jose,Costa Rica,-84.0907,9.9281,20150228,242
Cairo,Egypt,31.2357,30.0444,20150227,242
Madrid,Spain,-3.7038,40.4168,20150221,242
Paris,France,2.3522,48.8566,20150218,242
Oxford,United Kingdom,-1.2577,51.752,20150225,242
Oxford,United Kingdom,-1.2577,51.752,20150227,242
Edinburgh,United Kingdom,-3.1883,55.9533,20150226,242
Glasgow,United Kingdom,-4.2518,55.8642,20150228,242
New Delhi,India,77.2207,28.6322,20150305,242
Dublin,Ireland,-6.2603,53.3498,20150301,242
Seoul,South Korea,126.978,37.5665,20150227,242
Cuernavaca,Mexico,-99.2216,18.9242,20150226,242
Monterrey,Mexico,-100.3161,25.6866,20150301,242
Kuala Lumpur,Malaysia,101.6869,3.139,20150228,242
Arequipa,Peru,-71.5375,-16.409,20150218,242
Santiago de Surco,Peru,-76.9918,-12.1416,20150213,242
Manila,Philippines,120.9842,14.5995,20150228,242
Wroclaw,Poland,17.0385,51.1079,20150225,242
Krakow,Poland,19.945,50.0647,20150214,242
Poznan,Poland,16.9252,52.4064,20150220,242
Szczecin,Poland,14.5528,53.4285,20150226,242
Alverca do Ribatejo,Portugal,-9.0397,38.9022,20150302,242
Maia,Portugal,-8.621,41.2279,20150303,242
Bucharest,Romania,26.1025,44.4268,20150224,242
Moscow,Russia,37.6173,55.7558,20150217,242
Volgograd,Russia,44.5167,48.7,20150305,242
Singapore,Singapore,103.851,1.2801,20150219,242
Bangkok,Thailand,100.5241,13.7279,20150227,242
Adana,Turkey,35.3213,37,20150223,242
Izmir,Turkey,27.1287,38.4188,20150223,242
Dnepropetrovsk,Ukraine,35.0462,48.4647,20150301,242
Kyiv,Ukraine,30.5234,50.4501,20150215,242
Lviv,Ukraine,24.0297,49.8397,20150224,242
Tucson,United States,-110.9265,32.2217,20150223,242
Long Beach,United States,-118.1937,33.7701,20150227,242
San Jose,United States,-121.8907,37.3336,20150223,242
Washington,United States,-77.0369,38.9072,20150306,242
Louisville,United States,-85.7585,38.2527,20150223,242
Asheville,United States,-82.5515,35.5951,20150302,242
Durham,United States,-78.8986,35.994,20150304,242
Edmond,United States,-97.4781,35.6528,20150227,242
Portland,United States,-122.6762,45.5235,20150213,242
Charleston,United States,-79.9311,32.7765,20150227,242
Austin,United States,-97.7431,30.2672,20150213,242
Dallas,United States,-96.801,32.7803,20150304,242
El Paso,United States,-106.4425,31.7776,20150226,242
Buenos Aires,Argentina,-58.3816,-34.6037,20150228,233
Melbourne,Australia,144.9633,-37.8141,20150308,233
Vienna,Austria,16.3738,48.2082,20150224,233
Vienna,Austria,16.3738,48.2082,20150225,233
Vienna,Austria,16.3738,48.2082,20150302,233
Vienna,Austria,16.3738,48.2082,20150303,233
Plovdiv,Bulgaria,24.7453,42.1354,20150302,233
Brasilia,Brazil,-47.8825,-15.7942,20150223,233
St. John's,Canada,-52.7128,47.5605,20150227,233
Barrie,Canada,-79.6903,44.3894,20150227,233
Hamilton,Canada,-79.8661,43.25,20150223,233
Markham,Canada,-79.337,43.8561,20150227,233
Concepcion,Chile,-73.0503,-36.8189,20150301,233
Santiago,Chile,-70.642,-33.4691,20150308,233
Prague,Czech Republic,14.4378,50.0755,20150305,233
Berlin,Germany,13.405,52.52,20150225,233
Santo Domingo,Dominican Republic,-69.95,18.4667,20150215,233
Valencia,Spain,-0.3763,39.4699,20150225,233
Cambridge,United Kingdom,0.1218,52.2053,20150302,233
Leeds,United Kingdom,-1.5491,53.8008,20150227,233
York,United Kingdom,-1.0873,53.96,20150224,233
Belfast,United Kingdom,-5.9301,54.5973,20150227,233
Thessaloniki,Greece,22.9444,40.6401,20150226,233
Hong Kong,Hong Kong,114.1588,22.28,20150308,233
Bengaluru,India,77.5946,12.9716,20150228,233
Tijuana,Mexico,-116.9617,32.4888,20150228,233
Torreon,Mexico,-103.4068,25.5428,20150226,233
Naucalpan,Mexico,-99.2333,19.4833,20150226,233
Kuala Lumpur,Malaysia,101.6869,3.139,20150213,233
Kuala Lumpur,Malaysia,101.6869,3.139,20150214,233
Kuala Lumpur,Malaysia,101.6869,3.139,20150303,233
Petaling Jaya,Malaysia,101.6449,3.0993,20150226,233
Meppel,Netherlands,6.1937,52.6921,20150304,233
Wellington,New Zealand,174.7762,-41.2865,20150227,233
Poznan,Poland,16.9252,52.4064,20150213,233
Poznan,Poland,16.9252,52.4064,20150214,233
Poznan,Poland,16.9252,52.4064,20150224,233
Amadora,Portugal,-9.2245,38.7578,20150228,233
Lisbon,Portugal,-9.1393,38.7223,20150306,233
Bucharest,Romania,26.1025,44.4268,20150302,233
Ufa,Russia,55.9721,54.7388,20150220,233
Saint Petersburg,Russia,30.3351,59.9343,20150307,233
Stockholm,Sweden,18.0686,59.3293,20150228,233
Izmir,Turkey,27.1287,38.4188,20150216,233
Lviv,Ukraine,24.0297,49.8397,20150228,233
Kharkiv,Ukraine,36.2304,49.9935,20150301,233
Phoenix,United States,-112.074,33.4484,20150226,233
San Diego,United States,-117.1611,32.7157,20150214,233
Aurora,United States,-104.8319,39.7294,20150302,233
Tampa,United States,-82.4572,27.9506,20150228,233
New Orleans,United States,-90.0715,29.9511,20150302,233
Cambridge,United States,-71.1097,42.3736,20150213,233
Cambridge,United States,-71.1097,42.3736,20150214,233
Cambridge,United States,-71.1097,42.3736,20150302,233
Fargo,United States,-96.7898,46.8772,20150227,233
Omaha,United States,-95.998,41.2524,20150304,233
Ridgefield,United States,-74.0088,40.8343,20150228,233
Cleveland,United States,-81.6944,41.4993,20150227,233
Columbus,United States,-82.9988,39.9612,20150225,233
Pittsburgh,United States,-79.9959,40.4406,20150303,233
Dallas,United States,-96.8004,32.7801,20150214,233
Fort Worth,United States,-97.3308,32.7555,20150228,233
Seattle,United States,-122.3321,47.6062,20150305,233
Milwaukee,United States,-87.9065,43.0389,20150304,233
Cape Town,South Africa,18.4241,-33.9249,20150224,233
Atizapan de Zaragoza,Mexico,-99.2675,19.5562,20150227,233
Canberra,Australia,149.1287,-35.282,20150228,224
Sydney,Australia,151.207,-33.8675,20150307,224
Vienna,Austria,16.3738,48.2082,20150223,224
Brasilia,Brazil,-47.8825,-15.7942,20150228,224
Niteroi,Brazil,-43.1152,-22.886,20150227,224
Surrey,Canada,-122.85,49.1833,20150223,224
St. John's,Canada,-52.7128,47.5605,20150226,224
Kingston,Canada,-76.486,44.2312,20150226,224
Toronto,Canada,-79.3832,43.6532,20150308,224
Waterloo,Canada,-80.5204,43.4643,20150228,224
Kiel,Germany,10.1228,54.3233,20150227,224
Valencia,Spain,-0.3763,39.4699,20150303,224
Leeds,United Kingdom,-1.5491,53.8008,20150228,224
Liverpool,United Kingdom,-2.9916,53.4084,20150302,224
Sheffield,United Kingdom,-1.4701,53.3811,20150228,224
Belfast,United Kingdom,-5.9301,54.5973,20150225,224
Belfast,United Kingdom,-5.9301,54.5973,20150226,224
Edinburgh,United Kingdom,-3.1883,55.9533,20150303,224
Budapest,Hungary,19.0402,47.4979,20150305,224
Budapest,Hungary,19.0402,47.4979,20150308,224
Mumbai,India,72.8777,19.076,20150228,224
Dublin,Ireland,-6.2603,53.3498,20150216,224
Mexico City,Mexico,-99.1332,19.4326,20150306,224
Puerto Vallarta,Mexico,-105.2253,20.6534,20150227,224
Monterrey,Mexico,-100.3161,25.6866,20150224,224
Johor Bahru,Malaysia,103.7414,1.4927,20150226,224
